,ACHADO,TIPO_ACHADO
9868,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
6141,Inclusão de parcela referente ao IRPJ e CSLL no cálculo do LDI ou na planilha de custo direto.,Falha na composição dos custos expressos na planilha orçamentária
7002,Reajuste em desacordo com o contrato.,"Aditivos irregulares, injustificados ou não celebrados"
9391,Subcontratação irregular.,Subcontratação ou subrrogação irregular
20789,Ausência de justificativas quanto a não utilização do sistema Hórus do Ministério da Saúde por parte da Secretaria Municipal de Saúde de Barcarena.,Gestão temerária
7441,Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
14825,O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
5880,Demais irregularidades graves na administração do contrato - Prorrogação de prazo injustificada.,"Aditivos irregulares, injustificados ou não celebrados"
7855,A obra paralisada está sendo deteriorada por intempéries ou por vandalismo.,Atraso ou paralisação da obra por ação ou omissão do gestor
14278,Gestão temerária de empreendimento.,Gestão temerária
16595,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
8153,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
18643,Descumprimento dos procedimentos necessários para operacionalização do repasse de recursos do OGU.,Irregularidades na execução do convênio
11623,O aditivo ao convênio não foi devidamente justificado.,Irregularidades na formalização do convênio
19665,"Potencial ocorrência de fraude em licitações, com repartição de lotes entre empresas    ",Direcionamento da licitação ou licitação montada
7497,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
19678,Prorrogação de contratos vencidos.,Outras irregularidades na execução do contrato
12160,Critério de julgamento inadequado em licitação regida pelo RDC,Irregularidades na condução do procedimento licitatório
513,Projeto de grande vulto sem constituir um projeto orçamentário específico e utilizando contrato que faz parte de PT distinto.,Dotação orçamentária incompatível com a execução do objeto
7988,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
18702,Inconsistências técnicas recorrentes nas versões do projeto executivo em elaboração,Outras irregularidades na execução do contrato
13232,"Celebração de contratos e realização de processos licitatórios com base em planilhas orçamentárias, cujos quantitativos eram inadequados.","Projeto inexistente, deficiente ou desatualizado"
15648,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
7019,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
11777,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
9549,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
16833,Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
13659,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
8481,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
23017,Pagamentos indevidos e não comprovados,Outras irregularidades na execução do contrato
9233,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
22835,Ocorrência de atrasos que podem impactar na segurança viária.,Descumprimento do cronograma físico-financeiro do objeto
21381,Existência de atrasos que podem comprometer o prazo de entrega do empreendimento.,Atraso ou paralisação da obra por ação ou omissão do gestor
13021,Licitação de obras sem previsão orçamentária ou com previsão insuficiente ou ilimitada.,Dotação orçamentária incompatível com a execução do objeto
11771,Obra em andamento com Licença Prévia ou de Instalação vencidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
12050,Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
22729,"III.2. Deficiência do planejamento da execução do empreendimento barragem Fronteiras como um todo, ante a não compatibilização das obras alusivas ao barramento com as obras complementares necessárias à sua viabilização",Atraso ou paralisação da obra por ação ou omissão do gestor
18568,Superfaturamento decorrente de quantitativo inadequado.,Superfaturamento
7030,Cláusulas contratuais em desacordo com os preceitos da Lei 8.666/93.,Cláusulas essenciais imprecisas ou ausentes
6128,Desequilíbrio econômico-financeiro do contrato de supervisão ante o descompasso entre a execução físico-financeira do contrato de execução e do contrato de supervisão.,Descumprimento do cronograma físico-financeiro do objeto
9997,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
10109,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
14105,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
20050,Sobrepreço,Sobrepreço
17650,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
9908,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
23057,Gestão temerária de empreendimento.,Gestão temerária
7249,Inclusão de parcela referente ao IRPJ e CSLL na composição do BDI ou na planilha de custo direto.,Falha na composição dos custos expressos na planilha orçamentária
7941,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
13578,Sobrepreço decorrente de itens considerados em duplicidade e de falhas no projeto básico/executivo.,Sobrepreço
18717,Projeto executivo deficiente/desatualizado,"Projeto inexistente, deficiente ou desatualizado"
9311,Sobrepreço decorrente de inclusão inadequada de novos serviços.,Sobrepreço
21136,Falhas na fiscalização do ente municipal,Fiscalização contratual inexistente ou deficiente
21004,Superfaturamento decorrente de preços excessivos frente ao mercado.,Sobrepreço
7273,O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
11292,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
9592,Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
8866,Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
19896,Incerteza quanto ao atendimento da infraestrutura ferroviária às especificações técnicas exigidas pela ANTT nos trechos a serem subconcedidos,Gestão temerária
19713,"A.1.2 Não aplicação dos recursos, enquanto não utilizados, ou aplicação em desacordo com a legislação",Irregularidades na execução do convênio
13548,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
14874,Ausência de critérios objetivos para o julgamento de proposta técnica.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
21042,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
14272,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
7073,Termo aditivo desacompanhado de discriminação dos serviços/quantidades adicionados.,"Aditivos irregulares, injustificados ou não celebrados"
21292,Carência de medidas adequadas na construção da Ferrovia Integração Oeste Leste diante da escassez de recursos.,Gestão temerária
18476,Impropriedades na execução do convênio,Irregularidades na execução do convênio
5708,"Ausência, no edital, de critério de aceitabilidade de preços máximos - Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.",Irregularidades na elaboração do ato convocatório
